,Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Melbourne,-37.8142176,144.9631608,Tipo 00,-37.81352651659617,144.96197769842925,Italian Restaurant
1,Melbourne,-37.8142176,144.9631608,Royal St. Collins,-37.815363,144.964899,Dessert Shop
2,Melbourne,-37.8142176,144.9631608,Trattoria Emilia,-37.81522,144.962636,Italian Restaurant
3,Melbourne,-37.8142176,144.9631608,Kirk's Wine Bar,-37.81366122201294,144.96135085146574,Wine Bar
4,Melbourne,-37.8142176,144.9631608,Brother Baba Budan,-37.81344531526534,144.9621371027108,Coffee Shop
5,Melbourne,-37.8142176,144.9631608,Beneath Driver Lane,-37.81301,144.96317,Cocktail Bar
6,Melbourne,-37.8142176,144.9631608,B'cos Brazil,-37.815486437832455,144.9630846580838,Brazilian Restaurant
7,Melbourne,-37.8142176,144.9631608,Calia,-37.812723955464676,144.96393013297285,Japanese Restaurant
8,Melbourne,-37.8142176,144.9631608,La Belle Miette,-37.81397866796212,144.96142940769838,Dessert Shop
9,Melbourne,-37.8142176,144.9631608,Vigorous Thai,-37.814552348616715,144.96232584750453,Massage Studio
10,Melbourne,-37.8142176,144.9631608,Whitehart,-37.81278061076497,144.96197284896698,Bar
11,Melbourne,-37.8142176,144.9631608,Chuckle Park,-37.815074697202064,144.96390786330923,Bar
12,Melbourne,-37.8142176,144.9631608,Hopetoun Tea Rooms,-37.8158956539559,144.96463355559032,Tea Room
13,Melbourne,-37.8142176,144.9631608,Chokolait.,-37.81489078471131,144.9640528166333,Chocolate Shop
14,Melbourne,-37.8142176,144.9631608,Critical Hit,-37.81581947333471,144.9621541330356,Toy / Game Store
15,Melbourne,-37.8142176,144.9631608,Nosh,-37.81539569577019,144.96299852585878,Asian Restaurant
16,Melbourne,-37.8142176,144.9631608,+39 Pizzeria & Degustation Bar,-37.81352877524485,144.9618675721726,Pizza Place
17,Melbourne,-37.8142176,144.9631608,Mind Games,-37.81407896628645,144.96595639637627,Toy / Game Store
18,Melbourne,-37.8142176,144.9631608,Osteria Ilaria,-37.81361,144.96191,Italian Restaurant
19,Melbourne,-37.8142176,144.9631608,RMIT Capitol Theatre,-37.81492836142969,144.9653971632941,Movie Theater
20,Melbourne,-37.8142176,144.9631608,Oriental Tea House,-37.81589511155167,144.9620595619567,Dim Sum Restaurant
21,Melbourne,-37.8142176,144.9631608,The Butterfly Club,-37.81578578816305,144.96537848116034,Theater
22,Melbourne,-37.8142176,144.9631608,Breathe Yoga & Pilates,-37.814904504773935,144.96493596671385,Yoga Studio
23,Melbourne,-37.8142176,144.9631608,Blok M Express,-37.813665078072404,144.96140417211825,Indonesian Restaurant
24,Melbourne,-37.8142176,144.9631608,Manchester Press,-37.81374034440173,144.96213239807437,Café
25,Melbourne,-37.8142176,144.9631608,Outre Gallery,-37.81263249987799,144.96252731938003,Art Gallery
26,Melbourne,-37.8142176,144.9631608,Koko Black,-37.81448498174546,144.9640332693257,Dessert Shop
27,Melbourne,-37.8142176,144.9631608,Kyo Teahouse,-37.81288759186134,144.96374465395473,Dessert Shop
28,Melbourne,-37.8142176,144.9631608,Bar Americano,-37.814928,144.965648,Cocktail Bar
29,Melbourne,-37.8142176,144.9631608,Sushi Monger,-37.81484998994543,144.96439918097113,Sushi Restaurant
30,Melbourne,-37.8142176,144.9631608,Bon à Manger,-37.813742534814835,144.96131984641193,Sandwich Place
31,Melbourne,-37.8142176,144.9631608,Dodee Paidang Thai Street Food Bar And Cafe,-37.815653552230046,144.96326415448823,Thai Restaurant
32,Melbourne,-37.8142176,144.9631608,Tropicana Juice/Food Bar,-37.813350980225074,144.9628001731955,Juice Bar
33,Melbourne,-37.8142176,144.9631608,Portello Rosso,-37.81368079614122,144.96197385930589,Spanish Restaurant
34,Melbourne,-37.8142176,144.9631608,Thrive,-37.8118884533949,144.9639617045775,Gluten-free Restaurant
35,Melbourne,-37.8142176,144.9631608,Little Rogue,-37.810986,144.964059,Coffee Shop
36,Melbourne,-37.8142176,144.9631608,Haigh's Chocolates,-37.81539854878121,144.96425877366883,Candy Store
37,Melbourne,-37.8142176,144.9631608,TRAPT Bar & Escape Rooms,-37.8127523407656,144.96131902835123,Escape Room
38,Melbourne,-37.8142176,144.9631608,Tiffany & Co.,-37.816159,144.965156,Jewelry Store
39,Melbourne,-37.8142176,144.9631608,Good Ovening,-37.81379868921544,144.9606305393379,Café
40,Melbourne,-37.8142176,144.9631608,Nespresso Boutique,-37.812153,144.96373,Coffee Shop
41,Melbourne,-37.8142176,144.9631608,EARL Canteen,-37.811919134939956,144.96393757967743,Sandwich Place
42,Melbourne,-37.8142176,144.9631608,Degraves Street,-37.81699388750923,144.96567259929503,Road
43,Melbourne,-37.8142176,144.9631608,Shortstop Coffee & Donuts,-37.81124,144.961,Donut Shop
44,Melbourne,-37.8142176,144.9631608,Neapoli,-37.81326117144584,144.96726648998728,Tapas Restaurant
45,Melbourne,-37.8142176,144.9631608,Gopal's Pure Vegetarian Restaurant,-37.814351601856444,144.966167120071,Vegetarian / Vegan Restaurant
46,Melbourne,-37.8142176,144.9631608,Lush,-37.814056064043854,144.9659810718543,Cosmetics Shop
47,Melbourne,-37.8142176,144.9631608,Nusantara,-37.81384120941271,144.96653959319943,Indonesian Restaurant
48,Melbourne,-37.8142176,144.9631608,Haigh's Chocolates,-37.81288103830186,144.96534285702262,Candy Store
49,Melbourne,-37.8142176,144.9631608,Curtin House Rooftop Bar,-37.8120470668474,144.965312674764,Rooftop Bar
50,Melbourne,-37.8142176,144.9631608,Everyday Midtown,-37.814138104657,144.96714050652668,Coffee Shop
51,Melbourne,-37.8142176,144.9631608,Boilermaker House,-37.81132,144.966155,Whisky Bar
52,Melbourne,-37.8142176,144.9631608,Union Electric,-37.81179793552209,144.96668712898045,Cocktail Bar
53,Melbourne,-37.8142176,144.9631608,Roule Galette,-37.81677907030667,144.96629457355047,Creperie
54,Melbourne,-37.8142176,144.9631608,Dukes Coffee Roasters,-37.816763029794885,144.96606395613023,Coffee Shop
55,Melbourne,-37.8142176,144.9631608,Ganache Chocolate,-37.81583276069457,144.96578145398033,Chocolate Shop
56,Melbourne,-37.8142176,144.9631608,By Korea,-37.81201826866305,144.9656234962095,Korean Restaurant
57,Melbourne,-37.8142176,144.9631608,Tokui Sushi,-37.81160191501038,144.96453747828605,Sushi Restaurant
58,Melbourne,-37.8142176,144.9631608,N. Lee Bakery Cafe,-37.81672642936934,144.96056044505505,Bakery
59,Melbourne,-37.8142176,144.9631608,Workshop Brothers,-37.813980773547875,144.9603193067488,Coffee Shop
60,Melbourne,-37.8142176,144.9631608,Le Petit Gâteau,-37.81625445835206,144.95958483140944,Dessert Shop
61,Melbourne,-37.8142176,144.9631608,Oriental Spoon 2,-37.81176,144.961871,Korean Restaurant
62,Melbourne,-37.8142176,144.9631608,Patricia Coffee Brewers,-37.81459770538132,144.95834960462622,Coffee Shop
63,Melbourne,-37.8142176,144.9631608,Paris Cat,-37.81361188541117,144.9607410446709,Jazz Club
64,Melbourne,-37.8142176,144.9631608,Brick Lane,-37.81134117627816,144.95981631029085,Café
65,Melbourne,-37.8142176,144.9631608,All Star Comics,-37.81751,144.9617,Comic Shop
66,Melbourne,-37.8142176,144.9631608,The Gin Palace,-37.81385858728048,144.96747557056358,Cocktail Bar
67,Melbourne,-37.8142176,144.9631608,Captains of Industry,-37.81344710957632,144.9626374863049,Café
68,Melbourne,-37.8142176,144.9631608,Curry Vault,-37.81635903828749,144.96047282542415,Indian Restaurant
69,Melbourne,-37.8142176,144.9631608,Shamble Coffee Brewers,-37.81605572857632,144.96077919605452,Coffee Shop
70,Melbourne,-37.8142176,144.9631608,Emporium Melbourne,-37.81188804016084,144.9637433770105,Shopping Mall
71,Melbourne,-37.8142176,144.9631608,Reader's Feast Bookstore,-37.81472487954688,144.96804367715868,Bookstore
72,Melbourne,-37.8142176,144.9631608,Games Laboratory,-37.811726,144.95995,Hobby Shop
73,Melbourne,-37.8142176,144.9631608,Bar Ampère,-37.81367475465167,144.96741035060862,Cocktail Bar
74,Melbourne,-37.8142176,144.9631608,Mister Close,-37.81334194949614,144.9657328117803,Café
75,Melbourne,-37.8142176,144.9631608,Bartronica,-37.817706852289035,144.96306839455582,Bar
76,Melbourne,-37.8142176,144.9631608,Cabinet Bar & Balcony,-37.814062,144.96632,Bar
77,Melbourne,-37.8142176,144.9631608,MUJI 無印良品,-37.812001,144.964102,Clothing Store
78,Melbourne,-37.8142176,144.9631608,Pidapipó Gelateria,-37.81771534029083,144.9659968868317,Ice Cream Shop
79,Melbourne,-37.8142176,144.9631608,CBD Bakery,-37.81539391355409,144.9595327694228,Bakery
80,Melbourne,-37.8142176,144.9631608,Mesa Verde,-37.81196040417031,144.96529680844898,Mexican Restaurant
81,Melbourne,-37.8142176,144.9631608,Ben & Jerry's Ice Cream,-37.81644921873946,144.96665820479393,Ice Cream Shop
82,Melbourne,-37.8142176,144.9631608,Dragon Hotpot,-37.81152199297684,144.96755462749735,Chinese Restaurant
83,Melbourne,-37.8142176,144.9631608,Little Cupcakes,-37.8176035904791,144.96595355965417,Cupcake Shop
84,Melbourne,-37.8142176,144.9631608,Candela Nuevo,-37.8186137449765,144.96260407163874,Cocktail Bar
85,Melbourne,-37.8142176,144.9631608,Dikstein's Corner Bar,-37.81618941555469,144.96035305314885,Bar
86,Melbourne,-37.8142176,144.9631608,Rare Steakhouse,-37.81352936037423,144.96073250902384,Steakhouse
87,Melbourne,-37.8142176,144.9631608,Meatmaiden,-37.81428080467116,144.967811585384,BBQ Joint
88,Melbourne,-37.8142176,144.9631608,State Library of Victoria,-37.80998738442444,144.96429920196533,Library
89,Melbourne,-37.8142176,144.9631608,Regent Theatre,-37.815881877930806,144.96796955868263,Theater
90,Melbourne,-37.8142176,144.9631608,Tsindos Greek Restaurant,-37.81113,144.96666,Greek Restaurant
91,Melbourne,-37.8142176,144.9631608,State Library Lawn,-37.81002998576426,144.96427274615817,Plaza
92,Melbourne,-37.8142176,144.9631608,The Hardware Société,-37.812010258216525,144.9604973136649,Café
93,Melbourne,-37.8142176,144.9631608,Embla,-37.81344827405711,144.9685021825524,Wine Bar
94,Melbourne,-37.8142176,144.9631608,Centre Place,-37.81686085057154,144.9655904588598,Plaza
95,Melbourne,-37.8142176,144.9631608,Frozen By A Thousand Blessings,-37.81092345880658,144.96306448573299,Frozen Yogurt Shop
96,Melbourne,-37.8142176,144.9631608,Pronto on Flinders,-37.817623594892474,144.96310442368753,Italian Restaurant
97,Melbourne,-37.8142176,144.9631608,Cookie,-37.81207820874011,144.96492923996237,Bar
98,Melbourne,-37.8142176,144.9631608,Uniqlo,-37.812120089271325,144.96338091526198,Clothing Store
99,Melbourne,-37.8142176,144.9631608,Simpsons Burgers,-37.813010668100254,144.96827375007524,Burger Joint
100,East Melbourne,-37.815588,144.98255534496568,Fitzroy Gardens,-37.81307269214979,144.9797487258911,Park
101,East Melbourne,-37.815588,144.98255534496568,KereKere Green,-37.81505652046872,144.97954072614712,Coffee Shop
102,East Melbourne,-37.815588,144.98255534496568,Melbourne Cricket Ground (MCG),-37.81962430538924,144.98334288597107,Cricket Ground
103,East Melbourne,-37.815588,144.98255534496568,Conservatory,-37.814118657553294,144.97853305960444,Garden
104,East Melbourne,-37.815588,144.98255534496568,Hard Pressed,-37.816612368659875,144.98754886883714,Café
105,East Melbourne,-37.815588,144.98255534496568,MCC Members Reserve,-37.81928498530496,144.98295253837185,Cricket Ground
106,East Melbourne,-37.815588,144.98255534496568,7-Eleven,-37.81550095137004,144.98497226623897,Convenience Store
107,East Melbourne,-37.815588,144.98255534496568,National Sports Museum,-37.81879251164155,144.9844092327563,Museum
108,East Melbourne,-37.815588,144.98255534496568,Gate 3,-37.81887955809722,144.98436296407093,Stadium
109,East Melbourne,-37.815588,144.98255534496568,twofatindians,-37.81629052248325,144.98443402976864,Indian Restaurant
110,East Melbourne,-37.815588,144.98255534496568,GG Restaurant & Bar,-37.81224,144.98354,Australian Restaurant
111,East Melbourne,-37.815588,144.98255534496568,Jolimont Station,-37.816466373070924,144.98421305978633,Train Station
112,East Melbourne,-37.815588,144.98255534496568,Hugh Trumble Café and Courtyard,-37.819701908505735,144.98292541897592,Café
113,East Melbourne,-37.815588,144.98255534496568,My Sushi,-37.816229085243485,144.98442103700123,Sushi Restaurant
114,East Melbourne,-37.815588,144.98255534496568,Park Lounge,-37.81573,144.98291,Restaurant
115,East Melbourne,-37.815588,144.98255534496568,Coffee Etc,-37.816381,144.984488,Café
116,East Melbourne,-37.815588,144.98255534496568,Tram Stop 12,-37.81632151462017,144.9848950567629,Tram Station
117,East Melbourne,-37.815588,144.98255534496568,Aggies Cafe Bar,-37.816420881327154,144.98015752149232,Café
118,East Melbourne,-37.815588,144.98255534496568,Fitzroy Garden Visitor Centre,-37.814905654948916,144.97961220279888,Tourist Information Center
119,East Melbourne,-37.815588,144.98255534496568,The Fairies' Tree,-37.81336047532858,144.98108361092116,Sculpture Garden
120,East Melbourne,-37.815588,144.98255534496568,Model Tudor Village,-37.813223699521274,144.981006920033,Sculpture Garden
121,East Melbourne,-37.815588,144.98255534496568,Pyman's Pharmacy,-37.815504782542156,144.98607783542428,Pharmacy
122,East Melbourne,-37.815588,144.98255534496568,Laurent Boulangerie,-37.81627375315688,144.9850569760319,Café
123,East Melbourne,-37.815588,144.98255534496568,Mantra on Jolimont,-37.81797019088658,144.97829923409404,Hotel
124,East Melbourne,-37.815588,144.98255534496568,Gate 2,-37.8187464631773,144.9826691652095,Cricket Ground
125,East Melbourne,-37.815588,144.98255534496568,Magnolia Court Boutique Hotel,-37.81338142492052,144.98545922181114,Hotel
126,East Melbourne,-37.815588,144.98255534496568,Bullring Bar,-37.81880937344807,144.98275248849254,Bar
127,East Melbourne,-37.815588,144.98255534496568,Flinders Street Station (Platform 12),-37.81894001376889,144.98320535499252,Platform
128,East Melbourne,-37.815588,144.98255534496568,Knightsbridge Apartments Hotel East Melbourne,-37.81560255341016,144.986949281439,Hotel
129,East Melbourne,-37.815588,144.98255534496568,Gate 1,-37.81984374682772,144.98165783480098,Cricket Ground
130,West Melbourne,-37.8106885,144.9204039725214,Chef Lanka,-37.81097309408364,144.920997736907,Asian Restaurant
131,West Melbourne,-37.8106885,144.9204039725214,Melbourne Markets,-37.807701491497774,144.9214976230449,Flea Market
132,West Melbourne,-37.8106885,144.9204039725214,Orinos Cafe,-37.80731057457646,144.92125036716317,Coffee Shop
133,West Melbourne,-37.8106885,144.9204039725214,Melbourne Wholesale Market Experience,-37.80732590161264,144.921330994001,Farmers Market
134,West Melbourne,-37.8106885,144.9204039725214,Swanston Wharf,-37.810126400050194,144.9253731855393,Pier
135,St Kilda Rd,-37.8543706,144.9823366,Subway,-37.853275125470155,144.98133082876666,Sandwich Place
136,St Kilda Rd,-37.8543706,144.9823366,myGOODness CAFE,-37.8532473872656,144.981416519614,Café
137,St Kilda Rd,-37.8543706,144.9823366,7-Eleven,-37.85442370626516,144.98311758041382,Convenience Store
138,St Kilda Rd,-37.8543706,144.9823366,Park Regis Hotel,-37.850994844915526,144.98023249477762,Hotel
139,St Kilda Rd,-37.8543706,144.9823366,Glacé,-37.854668,144.983583,Ice Cream Shop
140,St Kilda Rd,-37.8543706,144.9823366,Trawlers Catch,-37.85389,144.98385,Fish & Chips Shop
141,St Kilda Rd,-37.8543706,144.9823366,St Kilda Junction,-37.854431078633034,144.9821510609104,Road
142,St Kilda Rd,-37.8543706,144.9823366,The Windsor Alehouse,-37.85482693138656,144.98362870209348,Beer Bar
143,St Kilda Rd,-37.8543706,144.9823366,Punt Hill Serviced Apartments,-37.85308,144.98118,Hotel
144,St Kilda Rd,-37.8543706,144.9823366,Artisan Eatery,-37.85450020950097,144.9822640203593,Café
145,St Kilda Rd,-37.8543706,144.9823366,Tram Stop 29,-37.852658505318885,144.9814949161019,Tram Station
146,St Kilda Rd,-37.8543706,144.9823366,In A Rush,-37.85225,144.981183,Café
147,St Kilda Rd,-37.8543706,144.9823366,Icon Coffee,-37.856710602746006,144.9818283204628,Coffee Shop
148,St Kilda Rd,-37.8543706,144.9823366,Capri Cafe,-37.85652917927535,144.9841015848007,Café
149,St Kilda Rd,-37.8543706,144.9823366,Junction oval,-37.855785037716245,144.97944007959617,Athletics & Sports
150,St Kilda Rd,-37.8543706,144.9823366,Staple,-37.857292,144.9816,Breakfast Spot
151,St Kilda Rd,-37.8543706,144.9823366,pho cafe & Grill,-37.85143454857206,144.98076328576192,Vietnamese Restaurant
152,St Kilda Rd,-37.8543706,144.9823366,Tram Stop 31,-37.857401841944,144.98379167731042,Tram Station
153,St Kilda Rd,-37.8543706,144.9823366,Mahjong,-37.85833406020038,144.9798063268395,Chinese Restaurant
154,St Kilda Rd,-37.8543706,144.9823366,The Elephant & Wheelbarrow Hotel,-37.85805127751276,144.98053436036625,Pub
155,St Kilda Rd,-37.8543706,144.9823366,Quest Windsor Hotel,-37.8510789096589,144.98401523144526,Hotel
156,St Kilda Rd,-37.8543706,144.9823366,Gladstone Gardens,-37.85335632814311,144.98688340187073,Playground
157,St Kilda Rd,-37.8543706,144.9823366,al Luca,-37.85795,144.98098,Café
158,St Kilda Rd,-37.8543706,144.9823366,Aami Staff Cafe,-37.850476732536286,144.9813065593555,Cafeteria
159,St Kilda Rd,-37.8543706,144.9823366,Cafe 600 Road,-37.85055521449476,144.98057502345327,Café
160,St Kilda Rd,-37.8543706,144.9823366,Kebab Hut,-37.858205674792714,144.9803060780282,Kebab Restaurant
161,South Wharf,-37.8253445,144.9523945305609,The General Assembly,-37.82411,144.95061,Australian Restaurant
162,South Wharf,-37.8253445,144.9523945305609,Polly Woodside,-37.824346963558924,144.9533352181658,Harbor / Marina
163,South Wharf,-37.8253445,144.9523945305609,Akachochin,-37.82424614029673,144.951623732338,Japanese Restaurant
164,South Wharf,-37.8253445,144.9523945305609,Dock 37,-37.82492539685683,144.9513408268383,Restaurant
165,South Wharf,-37.8253445,144.9523945305609,The Boatbuilders Yard,-37.82432,144.95343,Bar
166,South Wharf,-37.8253445,144.9523945305609,Hooks at the Yarra,-37.8240588929445,144.94760559723136,Seafood Restaurant
167,South Wharf,-37.8253445,144.9523945305609,Subway,-37.82450297741831,144.9513510638743,Sandwich Place
168,South Wharf,-37.8253445,144.9523945305609,Plus 5,-37.824121772692536,144.95123032933517,Bar
169,South Wharf,-37.8253445,144.9523945305609,Showtime Events Centre,-37.823867464845804,144.9491700786652,Arts & Entertainment
170,South Wharf,-37.8253445,144.9523945305609,Munich Brauhaus,-37.824171,144.950375,Beer Garden
171,South Wharf,-37.8253445,144.9523945305609,IGA X-press Yarras Edge,-37.824699806185166,144.94711210849,Grocery Store
172,South Wharf,-37.8253445,144.9523945305609,Subway,-37.825209930872035,144.95049523967006,Sandwich Place
173,South Wharf,-37.8253445,144.9523945305609,Pud Thai vs Pho cafe,-37.822876921652984,144.95163525463067,Thai Restaurant
174,South Wharf,-37.8253445,144.9523945305609,Bohemian Bar and Restaurant,-37.82414626432438,144.94950270773134,Spanish Restaurant
175,South Wharf,-37.8253445,144.9523945305609,Clarendon St. IGA X-press,-37.82587108427322,144.9569721865083,Grocery Store
176,South Wharf,-37.8253445,144.9523945305609,Crown Metropol Hotel,-37.82546405541047,144.95754719379346,Hotel
177,South Wharf,-37.8253445,144.9523945305609,Byblos,-37.822662,144.9538,Lebanese Restaurant
178,South Wharf,-37.8253445,144.9523945305609,Meat Market South Wharf,-37.82398098399206,144.9495280370895,Steakhouse
179,South Wharf,-37.8253445,144.9523945305609,Adidas Factory Outlet,-37.82516671492079,144.95009235521175,Sporting Goods Shop
180,South Wharf,-37.8253445,144.9523945305609,The Palms,-37.82383080318812,144.9570391960413,Theater
181,South Wharf,-37.8253445,144.9523945305609,Gasolina,-37.824190109625064,144.94997029540357,Italian Restaurant
182,South Wharf,-37.8253445,144.9523945305609,Webb Bridge,-37.824117509773,144.94733450474249,Bridge
183,South Wharf,-37.8253445,144.9523945305609,Nike Factory Outlet,-37.82515897020085,144.94920979760823,Clothing Store
184,South Wharf,-37.8253445,144.9523945305609,Signature Pho Viet,-37.824813583990085,144.94886975792332,Vietnamese Restaurant
185,South Wharf,-37.8253445,144.9523945305609,Common Man,-37.824223,144.94913,Australian Restaurant
186,South Wharf,-37.8253445,144.9523945305609,Novotel South Wharf,-37.82609948931769,144.95002924664735,Hotel
187,South Wharf,-37.8253445,144.9523945305609,Cotton On,-37.82542661489844,144.94960526199327,Clothing Store
188,South Wharf,-37.8253445,144.9523945305609,Podium Sports,-37.825012,144.94945,Sporting Goods Shop
189,South Wharf,-37.8253445,144.9523945305609,Aerial Function,-37.827639596304586,144.94941534875002,Event Service
190,South Wharf,-37.8253445,144.9523945305609,Sidearm Cafe,-37.82803491595622,144.9498348109047,Café
191,South Wharf,-37.8253445,144.9523945305609,Brands Outlet,-37.82581450889278,144.94782917099838,Lingerie Store
192,South Wharf,-37.8253445,144.9523945305609,Hightail,-37.821480064133254,144.9496477371486,Bar
193,Southbank,-37.8253925,144.96357766652397,Malthouse Theatre,-37.82687414217311,144.96675963880327,Theater
194,Southbank,-37.8253925,144.96357766652397,Melbourne Recital Centre,-37.823685111092594,144.96759905765907,Performing Arts Venue
195,Southbank,-37.8253925,144.96357766652397,Southbank Theatre,-37.82391914881225,144.96827614059018,Performing Arts Venue
196,Southbank,-37.8253925,144.96357766652397,Broad Bean Organic Grocer,-37.822588133489276,144.96691242605993,Grocery Store
197,Southbank,-37.8253925,144.96357766652397,Louis Vuitton,-37.8225552,144.9605453,Boutique
198,Southbank,-37.8253925,144.96357766652397,Kenny's Bakery,-37.821691015143045,144.9630308246366,Bakery
199,Southbank,-37.8253925,144.96357766652397,28 Skybar Lounge,-37.82545488281975,144.9583508286422,Lounge
200,Southbank,-37.8253925,144.96357766652397,My Pet Warehouse,-37.82859251442983,144.9616511941645,Pet Store
201,Southbank,-37.8253925,144.96357766652397,Shuji Sushi,-37.82170092185682,144.9629169650518,Sushi Restaurant
202,Southbank,-37.8253925,144.96357766652397,Atrium Bar,-37.82235407890874,144.95983516312162,Bar
203,Southbank,-37.8253925,144.96357766652397,Eureka Skydeck 88,-37.82158878893734,144.96459442161472,Scenic Lookout
204,Southbank,-37.8253925,144.96357766652397,IGA X-press Southbank,-37.82244,144.96503,Grocery Store
205,Southbank,-37.8253925,144.96357766652397,Koko,-37.82209078518305,144.95974839753794,Japanese Restaurant
206,Southbank,-37.8253925,144.96357766652397,Woolworths Metro,-37.82676512934315,144.9594758183418,Supermarket
207,Southbank,-37.8253925,144.96357766652397,Fabrique,-37.82632487203032,144.95943502680444,Nightclub
208,Southbank,-37.8253925,144.96357766652397,Rockpool Bar & Grill,-37.822042,144.960127,Australian Restaurant
209,Southbank,-37.8253925,144.96357766652397,The Bond Store,-37.82162450045496,144.9638952464195,Café
210,Southbank,-37.8253925,144.96357766652397,Guava Bean,-37.82134371969007,144.96186933787504,Coffee Shop
211,Southbank,-37.8253925,144.96357766652397,Woolworths,-37.825661,144.962659,Supermarket
212,Southbank,-37.8253925,144.96357766652397,Crown Promenade Hotel,-37.823617707380166,144.96017932891846,Hotel
213,Southbank,-37.8253925,144.96357766652397,7-Eleven,-37.8218470968692,144.96589852469324,Convenience Store
214,Southbank,-37.8253925,144.96357766652397,Downstairs Bistro & Lounge,-37.82955968710512,144.96557061807465,Restaurant
215,Southbank,-37.8253925,144.96357766652397,Belgian Beer Cafe,-37.821484,144.964225,Bar
216,Southbank,-37.8253925,144.96357766652397,Mesh,-37.82315960844443,144.9602231166398,Restaurant
217,Southbank,-37.8253925,144.96357766652397,Subway,-37.82455504496667,144.95822978530012,Sandwich Place
218,Southbank,-37.8253925,144.96357766652397,Mahogany Room,-37.8216871178352,144.96050867633758,Casino
219,Southbank,-37.8253925,144.96357766652397,A Treat of France,-37.826776994366156,144.9591967292268,Bakery
220,Southbank,-37.8253925,144.96357766652397,Freshwater Place IGA,-37.822113164133604,144.96226972242195,Grocery Store
221,Southbank,-37.8253925,144.96357766652397,Malthouse Kitchen,-37.82699,144.96667,Café
222,Southbank,-37.8253925,144.96357766652397,7-Eleven,-37.82118191827286,144.96186798784265,Convenience Store
223,Southbank,-37.8253925,144.96357766652397,Subway,-37.82106698676921,144.96206282698614,Sandwich Place
224,Southbank,-37.8253925,144.96357766652397,The Conservatory,-37.82222324902394,144.95977517831017,Australian Restaurant
225,Southbank,-37.8253925,144.96357766652397,The Meat & Wine Co,-37.82129760704298,144.96167257888538,Steakhouse
226,Southbank,-37.8253925,144.96357766652397,Eureka 89 Events and Dining,-37.82105340984599,144.96484853926154,Restaurant
227,Southbank,-37.8253925,144.96357766652397,Wrap Apartments,-37.82304534542771,144.9635269003633,Hotel
228,Southbank,-37.8253925,144.96357766652397,Teak Room,-37.8232744603124,144.96027057059612,Casino
229,Southbank,-37.8253925,144.96357766652397,IGA,-37.827584752599,144.96619804050653,Grocery Store
230,Southbank,-37.8253925,144.96357766652397,Mr Burger,-37.82241704484385,144.96706964617707,Food Truck
231,Southbank,-37.8253925,144.96357766652397,Australian Centre for Contemporary Art (ACCA),-37.82676943134312,144.96674838477335,Art Gallery
232,Southbank,-37.8253925,144.96357766652397,Blondie,-37.823681721051756,144.96784700640583,French Restaurant
233,Southbank,-37.8253925,144.96357766652397,Kingpin Bowling,-37.824634395733135,144.958050949503,Bowling Alley
234,Southbank,-37.8253925,144.96357766652397,Lissajous Cafe,-37.8234417,144.9668737,Cafeteria
235,Southbank,-37.8253925,144.96357766652397,Script Bar & Bistro,-37.823745179223586,144.9682036242058,Bar
236,Southbank,-37.8253925,144.96357766652397,Bank Apartments Gym,-37.82687056507783,144.95867492297447,Gym
237,Southbank,-37.8253925,144.96357766652397,Witchery,-37.82502704179964,144.95832324028015,Women's Store
238,Southbank,-37.8253925,144.96357766652397,Crown Metropol Pool,-37.8254612346303,144.95825024557428,Hotel Pool
239,Docklands,-37.8178695,144.93865434802785,Bopha Devi,-37.81489792146922,144.94120768062078,Cambodian Restaurant
240,Docklands,-37.8178695,144.93865434802785,The Mill & Bakery,-37.81667005439379,144.9440724051274,Bakery
241,Docklands,-37.8178695,144.93865434802785,Squires Loft,-37.81877970555509,144.943941877109,Steakhouse
242,Docklands,-37.8178695,144.93865434802785,Limonetto,-37.814821800052435,144.94219982609263,Ice Cream Shop
243,Docklands,-37.8178695,144.93865434802785,Four Points By Sheraton Melbourne Docklands,-37.8151069,144.9380967,Hotel
244,Docklands,-37.8178695,144.93865434802785,Berth,-37.81526400439573,144.9418660405232,Seafood Restaurant
245,Docklands,-37.8178695,144.93865434802785,almina,-37.81525,144.93817,Middle Eastern Restaurant
246,Docklands,-37.8178695,144.93865434802785,Medici Restaurant,-37.81474997845332,144.94228584952208,Italian Restaurant
247,Docklands,-37.8178695,144.93865434802785,Subway,-37.81995518185806,144.94349498234317,Sandwich Place
248,Docklands,-37.8178695,144.93865434802785,Mecca Bah,-37.815452296418314,144.94149551240886,Middle Eastern Restaurant
249,Docklands,-37.8178695,144.93865434802785,IGA X-press O'Marche,-37.81443794454713,144.94076294752634,Grocery Store
250,Docklands,-37.8178695,144.93865434802785,Gold Leaf Hot Pot & BBQ,-37.81541716782988,144.93965793828005,Chinese Restaurant
251,Docklands,-37.8178695,144.93865434802785,Waterfront City,-37.81563414815843,144.93937611579895,Shopping Mall
252,Docklands,-37.8178695,144.93865434802785,Vintam's Bakery,-37.81930774512362,144.943609299971,Vietnamese Restaurant
253,Docklands,-37.8178695,144.93865434802785,Renzo's Bar Cafe Italiano,-37.8149104970419,144.94169013897667,Italian Restaurant
254,Docklands,-37.8178695,144.93865434802785,Man | Mo,-37.81494996726622,144.94194935748195,Chinese Restaurant
